date,text,rating,translated_text
2022-08-14,"Abis update, knp jd gabisa kebuka ya? Loading muter2 terus.. sampe delete app terus download lg.. ga ada perubahan.. ttp gabisa kebuka",4,"Abis update, knp jd gabisa kebuka ya? Loading muter2 terus.. sampe delete app terus download lg.. ga ada perubahan.. ttp gabisa kebuka"
2020-09-05,Please add a feature to cast on Google Chromecast,5,Harap tambahkan fitur untuk ditransmisikan di Google Chromecast
2020-09-05,it would be convenient if there is a mirroring feature so we can watch through our tv,4,akan lebih mudah jika ada fitur mirroring sehingga kita bisa menonton melalui tv kita
2022-06-23,Nunggu sms otp kayak nunggu surat resign dari bos,1,Nunggu sms otp kayak nunggu surat resign dari bos
2022-11-23,"Love the movies choices, but would be great if you add picture in picture feature",3,"Suka pilihan filmnya, tapi alangkah baiknya jika Anda menambahkan fitur gambar dalam gambar"
2022-01-18,"Gw uda berlangganan,mau login kode verifikasi nya gak di kirim* . ini gimana ceritanya oii",1,"Gw uda berlangganan,mau login kode verifikasi nya gak di kirim* . ini gimana ceritanya oii"
2020-09-06,CHROMECAST,1,KROMECAST
2020-09-06,"Quite nice app with quite extensive collection but only suitable for watching alone or when you are on the road.
This is supposed to be entertainment for whole family, but imagine watching a movie for let’s say a kid with his/her parents on iPads or even worse iPhones..
Please make it available to watch it on TVs or big screen because watching movies like Marvels’s or Avatar on small screens are sooo not fun!!!",2,"Aplikasi yang cukup bagus dengan koleksi yang cukup banyak tetapi hanya cocok untuk ditonton sendiri atau saat Anda sedang dalam perjalanan.
Ini seharusnya menjadi hiburan bagi seluruh keluarga, tetapi bayangkan menonton film misalnya seorang anak bersama orang tuanya menggunakan iPad atau bahkan lebih buruk lagi iPhone..
Harap sediakan untuk ditonton di TV atau layar lebar karena menonton film seperti Marvels atau Avatar di layar kecil sangat tidak menyenangkan!!!"
2020-09-06,"Great content, great movies collection, Top notch complete Star Wars universe. Too bad we had to watch then in small screen ONLY. Its a shame, George Lucas might be crying somewhere now if he found out we only able to watch The Jedis on the phone screen. Should be on the Apple Tv & Smart Tv . Please !!!!!!!!",3,"Konten hebat, koleksi film hebat, alam semesta Star Wars yang lengkap dan terbaik. Sayang sekali kami harus menontonnya HANYA di layar kecil. Sayang sekali, George Lucas mungkin akan menangis entah di mana sekarang jika dia tahu kita hanya bisa menonton The Jedis di layar ponsel. Harus ada di Apple Tv & Smart Tv. Silakan !!!!!!!!"
2020-10-05,Akhirnya..bisa juga di apple tv..good job👍👍,5,Akhirnya..bisa juga di apple tv..good job👍👍
2020-12-04,"- Can Disney directly handle this app? Not hotstar? So much for Disney+ but it’s actually MINUS in the terms of content!
- 4K RESOLUTION WHERE? F-kin grainy!
- App for windows where?
- ENGLISH SUBTITLE PLEASE
- You don’t even have “Share to Instagram” seriously?

+ Grey’s Anatomy (my forever guilty pleasure). I’m gonna immediately unsub when Grey’s Anatomy finished.",3,"- Bisakah Disney menangani aplikasi ini secara langsung? Bukan bintang panas? Sangat banyak untuk Disney+ tetapi sebenarnya MINUS dalam hal konten!
- RESOLUSI 4K DI MANA? F-kin kasar!
- Aplikasi untuk windows dimana?
- TOLONG SUBTITLE BAHASA INGGRIS
- Anda bahkan tidak punya ""Bagikan ke Instagram"" dengan serius?

+ Anatomi Grey (kesenangan saya yang selamanya bersalah). Saya akan segera berhenti berlangganan ketika Anatomi Grey selesai."
2022-08-15,"Astagfirullah, mau berlangganan susah banget. Kode otp ga masuk masuk. Pengen di bayarin ga sih ini aplikasi. Aneh banget",1,"Astagfirullah, mau berlangganan susah banget. Kode otp ga masuk masuk. Pengen di bayarin ga sih ini aplikasi. Aneh banget"
2022-10-31,"Kelemahan Aplikasi ini

~ suka play preview otomatis di thumbnailnya
Bisa ga sih ini diubah, gausah pake play preview gtu lah
Abis loh data orang!!!!

~ download diubah sesukanya jidat padahal aku mau low kapitas atau normal malah yg nanti jadinya HD padahal settingnya aku udah ku set ke LOW tapi tetap aja HD #korupsi data bgt ya",2,"Kelemahan Aplikasi ini

~ suka play preview otomatis di thumbnailnya
Bisa ga sih ini diubah, gausah pake play preview gtu lah
Abis loh data orang!!!!

~ download diubah sesukanya jidat padahal aku mau low kapitas atau normal malah yg nanti jadinya HD padahal settingnya aku udah ku set ke LOW tapi tetap aja HD #korupsi data bgt ya"
2022-06-25,"Ga bisa picture in picture di ipad atau iphone.
Buka control centee video pause buka notification center video pause

Close aplikasi buat bales chat. Buka lagi video langsung buren padahal sebelumnya hd
Kualitas aplikasi yang sangat buruk",1,"Ga bisa picture in picture di ipad atau iphone.
Buka control centee video pause buka notification center video pause

Close aplikasi buat bales chat. Buka lagi video langsung buren padahal sebelumnya hd
Kualitas aplikasi yang sangat buruk"
2022-08-22,"App nya gak enak banget dipakai, jauh banget dibanding app sebelah",1,"App nya gak enak banget dipakai, jauh banget dibanding app sebelah"
2020-09-12,"Seneng bisa setahun dengan harga hanya segitu dan film nya makin di tambahin terus. But, sorry to say, setelah melakukan update aplikasi jadi gak bisa di buka. Hehe :) saya melakukan pembayaran langganan melalui indomart (bukan kuota telkomsel) tapi sekarang hanya bisa di akses menggunakan kouta data. Terus apa guna nya saya beli langganan waktu ada awal rilis langsung melalui app? Hah?",1,"Seneng bisa setahun dengan harga hanya segitu dan film nya makin di tambahin terus. But, sorry to say, setelah melakukan update aplikasi jadi gak bisa di buka. Hehe :) saya melakukan pembayaran langganan melalui indomart (bukan kuota telkomsel) tapi sekarang hanya bisa di akses menggunakan kouta data. Terus apa guna nya saya beli langganan waktu ada awal rilis langsung melalui app? Hah?"
2020-09-05,"Useless, who can have the joy of watching movies thru the tiny screen of a smart phone or even a tablet?!",1,"Percuma, siapa yang bisa menikmati nikmatnya menonton film melalui layar mungil ponsel pintar atau bahkan tablet?!"
2020-12-29,"I know we can just open browser and watch hotstar normally but it is easier to just mirror hotstar on tv, there is no apps as well on my samsung tv which is frustating, please fix it and will change the review, but for nor 2/5",2,"Saya tahu kita bisa membuka browser dan menonton hotstar secara normal tetapi lebih mudah untuk hanya mencerminkan hotstar di tv, tidak ada aplikasi juga di tv samsung saya yang membuat frustrasi, tolong perbaiki dan ubah ulasannya, tetapi untuk nor 2/5"
2022-07-12,Bagus dan murah,5,Bagus dan murah
2020-09-05,"Apple TV 4K saya tidak ada disney plus hotstar, kenapa bisa?? Pdhl di iphone, ipad, imac ada!",1,"Apple TV 4K saya tidak ada disney plus hotstar, kenapa bisa?? Pdhl di iphone, ipad, imac ada!"
2020-09-10,"Cant screen mirrorin please make apps on apple tv, i subscribe already",1,"Tidak dapat melakukan pencerminan layar, harap buat aplikasi di apple tv, saya sudah berlangganan"
2022-08-21,Nonton film disney full dan murah cuma 20 ribu,5,Nonton film disney full dan murah cuma 20 ribu
2020-09-05,Belum support chromecast ya?,5,Belum support chromecast ya?
2020-09-14,"Don’t subscribe to this thing. It’s a joke. Can’t AirPlay it to my Samsung Smart TV, no app on the TV as well, and seriously, the viewing screen can’t get any smaller than this. Black screens on all four sides, and what’s with the Disney+ watermark? I know I am watching a Disney movie with a Disney+ app. I don’t need it reminding me all the time and it ended up sacrificing the whole movie watching experience. Don’t waste your money on this.",1,"Jangan berlangganan hal ini. Itu hanya lelucon. Tidak dapat melakukan AirPlay ke Samsung Smart TV saya, tidak ada aplikasi di TV juga, dan serius, layar tampilannya tidak bisa lebih kecil dari ini. Layar hitam di keempat sisinya, dan ada apa dengan tanda air Disney+? Saya tahu saya sedang menonton film Disney dengan aplikasi Disney+. Saya tidak membutuhkannya untuk mengingatkan saya sepanjang waktu dan akhirnya mengorbankan seluruh pengalaman menonton film. Jangan buang uang Anda untuk ini."
2022-02-16,"Filmnya sedikit banget, cuma film tertentu saja yg ada. Masih belum cukup menghibur app nya!.",1,"Filmnya sedikit banget, cuma film tertentu saja yg ada. Masih belum cukup menghibur app nya!."
2020-09-08,Help me to connection andoid tv.,5,Bantu saya menghubungkan TV Android.
2022-01-10,Very Entertaining it's like you have an unlimited amount of movies and series to watch and it keeps up to date with the movie today,5,Sangat Menghibur sepertinya Anda memiliki jumlah film dan serial yang tidak terbatas untuk ditonton dan selalu mengikuti perkembangan film hari ini
2022-05-29,This app is so great. Hope the developer do some updates on the documentary episodes.,4,Aplikasi ini sangat bagus. Semoga pengembang melakukan pembaruan pada episode dokumenternya.
2020-09-13,"Saya bayar untuk menonton film"" disney bukan film"" lokal indo. Tp yg diupdate film lokal indo mulu. Sangat kecewa",2,"Saya bayar untuk menonton film"" disney bukan film"" lokal indo. Tp yg diupdate film lokal indo mulu. Sangat kecewa"
2020-11-26,Can you guys please add airplay support soon?,4,Bisakah kalian segera menambahkan dukungan pemutaran?
2020-09-05,This is supposed to be for Indonesia not India,1,"Ini seharusnya untuk Indonesia, bukan India"
2020-12-27,Very nice apps to stream,5,Aplikasi yang sangat bagus untuk streaming
2022-08-31,bisa share ke instagram story dong,4,bisa share ke instagram story dong
2020-09-13,How to share the movie to IG story like Netflix did?,5,Bagaimana cara membagikan film ke cerita IG seperti yang dilakukan Netflix?
2022-05-14,"Tolol bgt gak bisa connect ke TV pake HDMI, selalu minta matiin screen recording gak jelas. Mending Netflix bisa di connect ke TV",1,"Tolol bgt gak bisa connect ke TV pake HDMI, selalu minta matiin screen recording gak jelas. Mending Netflix bisa di connect ke TV"
2022-07-09,"Everytime. Everytime I’m trying to log in on my desktop browser it’s always, always not sending the 4-digit code to my phone number. Been always like this since the first days of disney+, I mean how can I enjoy the show when it’s so freaking hard just to log myself in. It recommends me to get the code via call, it’s usually also not calling my number, or when it does, I can’t even hear the clear spelling of the numbers. Bad, just bad.",1,"Setiap saat. Setiap kali saya mencoba masuk di browser desktop saya selalu tidak mengirimkan kode 4 digit ke nomor telepon saya. Selalu seperti ini sejak hari-hari pertama disney+, maksudku bagaimana aku bisa menikmati pertunjukannya ketika sangat sulit untuk login sendiri. Ia merekomendasikanku untuk mendapatkan kode melalui panggilan, biasanya juga tidak menelepon nomorku, atau ketika itu terjadi, aku bahkan tidak bisa mendengar ejaan angka yang jelas. Buruk, buruk sekali."
2020-09-07,"Hi Dev Team,

Please to be add cast screen to AppleTV, since this cannot to be done mirroring. Would be nice if this can be watching on big screen (TV)",4,"Hai Tim Pengembang,

Harap menambahkan layar transmisi ke AppleTV, karena ini tidak dapat dilakukan pencerminan. Alangkah baiknya jika ini bisa ditonton di layar lebar (TV)"
2020-11-05,"Just a couple of input for developer, 
Browsing for shows is a tad bit too hard, some shows doesn’t come out in the carousel unless you use the search function, we need better show browsing option.
Also some shows are missing english subtitles.",4,"Sekadar masukan untuk pengembang, 
Menjelajah acara agak terlalu sulit, beberapa acara tidak muncul di carousel kecuali Anda menggunakan fungsi pencarian, kami memerlukan opsi penelusuran acara yang lebih baik.
Juga beberapa acara tidak memiliki teks bahasa Inggris."
2020-12-03,"Segera di perbaiki apps, sudah berlanganan tidak bisa download film padahal internet lancar!!
Kecewa banget.",1,"Segera di perbaiki apps, sudah berlanganan tidak bisa download film padahal internet lancar!!
Kecewa banget."
2020-09-13,Enable cast!! No use to have tons of titles but forcing users to watch on phone screen,1,Aktifkan pemeran!! Tidak ada gunanya memiliki banyak judul tetapi memaksa pengguna untuk menonton di layar ponsel
2022-05-06,mending bangkrut aja lah masa kode verifikasi ga dikirim kirim padahal nomor udah bener sebener benernha,1,mending bangkrut aja lah masa kode verifikasi ga dikirim kirim padahal nomor udah bener sebener benernha
2022-12-27,Pilihan filmnya sangat monoton kurang beragam.,1,Pilihan filmnya sangat monoton kurang beragam.
2020-09-05,"Looks good, but i hope you have english subtitles for the next updates",4,"Kelihatannya bagus, tapi saya harap Anda memiliki teks bahasa Inggris untuk pembaruan berikutnya"
2020-09-05,Memang masih baru si ceritanya gw PO berlangganan dan paketan lewat telkomsel pas udah berhasil gw buka dong app nya trs login pake no telp tapi trs nanti ada kaya OTP kayanya masuk ke no telp tapi ditunggu kagak ada notif SMS apa2,2,Memang masih baru si ceritanya gw PO berlangganan dan paketan lewat telkomsel pas udah berhasil gw buka dong app nya trs login pake no telp tapi trs nanti ada kaya OTP kayanya masuk ke no telp tapi ditunggu kagak ada notif SMS apa2
2020-12-27,Loving the movies and series so far. Can’t wait for more upcoming contents since i know (and tried) disney+ outside of indonesia and it had much larger catalog than this one. Dark mode would be appreciated. Loving the price. Please add the feature to share on instagram!! It makes gushing about movies/series that much mofe fun~,5,Menyukai film dan serial sejauh ini. Tidak sabar menunggu konten selanjutnya karena saya mengetahui (dan mencoba) Disney+ di luar Indonesia dan katalognya jauh lebih besar dari yang ini. Mode gelap akan dihargai. Mencintai harganya. Silakan tambahkan fitur untuk berbagi di instagram!! Itu membuat pembicaraan tentang film/serial menjadi lebih menyenangkan~
2020-12-19,"Semakin betah nonton via handphone/tablet dimana saja, kapan saja.

Apalagi serial2 spin off Avengers yang hanya Eksklusif tayang di Disney + HotStar, woooowww...🤩🤩🤩",5,"Semakin betah nonton via handphone/tablet dimana saja, kapan saja.

Apalagi serial2 spin off Avengers yang hanya Eksklusif tayang di Disney + HotStar, woooowww...🤩🤩🤩"
2020-09-06,Film2nya cukup bagus namun sayangnya tampilan filmnya tidak full screen di layar ho sperti app lain sejenis,5,Film2nya cukup bagus namun sayangnya tampilan filmnya tidak full screen di layar ho sperti app lain sejenis
